name_en,name_fr,serving_size,serving_size_fr,calories,fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugars,protein,vitamin_d,calcium,iron,potassium,vitamin_a,vitamin_c,serving_size_100,calories_100,fat_100,saturated_fat_100,trans_fat_100,polyunsaturated_fat_100,monounsaturated_fat_100,cholesterol_100,sodium_100,carbohydrates_100,dietary_fiber_100,sugars_100,protein_100,vitamin_d_100,calcium_100,iron_100,potassium_100,vitamin_a_100,vitamin_c_100
Goats Cheese (Soft),Fromage de chèvre (à pâte molle),1 oz,1 once,76,5.98,4.132,-,0.142,1.363,13,104,0.25,0,0.25,5.25,-,40,0.54,7,82,0,100 g,268,21.08,14.575,-,0.501,4.807,46,368,0.89,0,0.89,18.52,-,140,1.9,26,288,0
Gold Kiwifruit,Kiwi doré,1 serving (140 g),1 portion (140 g),90,0.50,0.000,-,-,-,0,5,21.00,5.0,15.00,1.00,-,-,-,442,-,-,1 serving (140 g),90,0.50,0.000,-,-,-,0,5,21.00,5.0,15.00,1.00,-,-,-,442,-,-
Golden Delicious Apples,Pommes délicieuses dorées,"1 medium (2-3/4"" dia)","1 moyen (2-3/4"" de diamètre)",72,0.23,0.038,-,0.071,0.01,0,1,19.06,3.3,14.33,0.36,-,8,0.16,148,4,6.3,100 g,52,0.17,0.028,-,0.051,0.007,0,1,13.81,2.4,10.39,0.26,-,6,0.12,107,3,4.6
Golden Raisins (Seedless),Raisins secs dorés (sans pépins),100 g,100g,302,0.46,0.151,-,0.135,0.019,0,12,79.52,4,59.19,3.39,-,53,1.79,746,0,3.2,100 g,302,0.46,0.151,-,0.135,0.019,0,12,79.52,4,59.19,3.39,-,53,1.79,746,0,3.2
Golden Toasted Plain Bread Crumbs,Chapelure nature grillée dorée,1/3 cup,1/3 tasse,110,1.00,0.000,0.000,-,-,0,230,22.00,2.0,2.00,4.00,-,-,-,-,-,-,1/3 cup,110,1.00,0.000,0.000,-,-,0,230,22.00,2.0,2.00,4.00,-,-,-,-,-,-
Goose Liver Pate (Pate De Foie Gras Smoked Canned),Pâté De Foie D'Oie (Pâté De Foie Gras Fumé En Conserve),100 g,100g,462,43.84,14.45,-,0.84,25.61,150,697,4.67,0,-,11.4,-,70,5.5,138,1001,2,100 g,462,43.84,14.45,-,0.84,25.61,150,697,4.67,0,-,11.4,-,70,5.5,138,1001,2
Gorgonzola Cheese,Fromage Gorgonzola,100 g,100g,353,28.74,18.669,-,0.8,7.778,75,1395,2.34,0,0.5,21.4,-,528,0.31,256,198,0,100 g,353,28.74,18.669,-,0.8,7.778,75,1395,2.34,0,0.5,21.4,-,528,0.31,256,198,0
Gorgonzola Cheese Crumbles,Crumbles au fromage Gorgonzola,1/4 cup (28 g),1/4 tasse (28 g),100,8.00,5.000,0.000,-,-,25,260,1.00,0.0,1.00,7.00,-,-,-,-,-,-,1/4 cup (28 g),100,8.00,5.000,0.000,-,-,25,260,1.00,0.0,1.00,7.00,-,-,-,-,-,-
Gouda Cheese,Fromage Gouda,100 g,100g,356,27.44,17.614,-,0.657,7.747,114,819,2.22,0,2.22,24.94,-,700,0.24,121,165,0,100 g,356,27.44,17.614,-,0.657,7.747,114,819,2.22,0,2.22,24.94,-,700,0.24,121,165,0
Gouda or Edam Cheese,Fromage Gouda ou Edam,100 g,100g,357,27.69,17.585,-,0.663,8.012,96,921,1.67,0,1.67,24.98,-,722,0.38,168,220,0,100 g,357,27.69,17.585,-,0.663,8.012,96,921,1.67,0,1.67,24.98,-,722,0.38,168,220,0
Goulash,Goulache,1 cup,1 tasse,291,10.51,3.1,-,0.876,5.341,55,374,24.78,3,2.84,23.8,-,25,3.19,904,7,22.4,100 g,117,4.22,1.245,-,0.352,2.145,22,150,9.95,1.2,1.14,9.56,-,10,1.28,363,3,9
Graham Cracker Pie Crust,Croûte à tarte aux biscuits Graham,"1 piece (1/8 of 9"" crust)","1 morceau (1/8 de croûte de 9"")",145,7.32,1.528,-,2.031,3.343,0,168,19.17,0.4,11.27,1.23,-,6,0.64,26,57,0,100 g,484,24.4,5.092,-,6.769,11.142,0,560,63.9,1.5,37.57,4.1,-,20,2.12,86,191,0
Gran Spumante,Gran Spumante,1 serving (5 oz),1 portion (5 onces),138,0.00,0.000,-,-,-,0,0,10.00,0.0,10.00,0.00,-,-,-,-,-,-,1 serving (5 oz),138,0.00,0.000,-,-,-,0,0,10.00,0.0,10.00,0.00,-,-,-,-,-,-
Granola,Granola,100 g,100g,408,11.03,3.218,-,2.411,3.999,1,185,72.39,6.9,25.81,9.22,-,62,04.04,367,278,2.7,100 g,408,11.03,3.218,-,2.411,3.999,1,185,72.39,6.9,25.81,9.22,-,62,04.04,367,278,2.7
Granola - Orchard Spice,Granola - Épices du verger,1/2 cup (55 g),1/2 tasse (55g),220,7.00,1.000,0.000,2.500,3.500,0,130,37.00,6.0,11.00,6.00,-,-,-,150,-,-,1/2 cup (55 g),220,7.00,1.000,0.000,2.500,3.500,0,130,37.00,6.0,11.00,6.00,-,-,-,150,-,-
Granola Cereal,Céréales Granola,100 g,100g,490,24.36,4.537,-,10.71,7.643,0,22,52.95,8.6,20.1,14.87,-,78,4.25,537,1,1.2,100 g,490,24.36,4.537,-,10.71,7.643,0,22,52.95,8.6,20.1,14.87,-,78,4.25,537,1,1.2
Granulated Sugar,Sucre en poudre,1 tsp,1 cuillère à café,16,0,0,-,0,0,0,0,4.2,0,4.2,0,-,0,0,0,0,0,100 g,387,0,0,-,0,0,0,0,99.98,0,99.91,0,-,1,0.01,2,0,0
Grape Juice,Jus de raisin,1 cup,1 tasse,154,0.2,0.063,-,0.056,0.008,0,8,37.85,0.3,37.6,1.42,-,23,0.61,334,0,61,100 g,61,0.08,0.025,-,0.022,0.003,0,3,14.96,0.1,14.86,0.56,-,9,0.24,132,0,24.1
Grape Juice Drink (Canned),Boisson au jus de raisin (en conserve),1 cup (8 fl oz),1 tasse (8 onces liquides),142,0,0,-,0,0,0,22,36.38,0.2,35.28,0,-,18,0.32,82,0,66.2,100 g,57,0,0,-,0,0,0,9,14.55,0.1,14.11,0,-,7,0.13,33,0,26.5
Grapefruit,Pamplemousse,"1/2 medium (approx 4"" dia)","1/2 moyen (environ 4"" de diamètre)",41,0.13,0.018,-,0.031,0.017,0,0,10.34,1.4,8.93,0.81,-,15,0.12,178,59,44,100 g,32,0.1,0.014,-,0.024,0.013,0,0,08.08,1.1,6.98,0.63,-,12,0.09,139,46,34.4
Grapefruit (Pink and Red),Pamplemousse (rose et rouge),"1/2 fruit (3-3/4"" dia)","1/2 fruit (3-3/4"" de diamètre)",52,0.17,0.025,-,0.044,0.025,0,0,13.11,2,8.47,0.95,-,27,0.1,166,71,38.4,100 g,42,0.14,0.02,-,0.036,0.02,0,0,10.66,1.6,6.89,0.77,-,22,0.08,135,58,31.2
Grapefruit and Orange Juice,Jus de pamplemousse et d'orange,1 cup,1 tasse,106,0.25,0.027,-,0.047,0.042,0,7,25.39,0.2,25.14,1.48,-,20,1.14,390,15,71.9,100 g,43,0.1,0.011,-,0.019,0.017,0,3,10.28,0.1,10.18,0.6,-,8,0.46,158,6,29.1
Grapefruit Juice,Jus de pamplemousse,1 cup,1 tasse,94,0.25,0.032,-,0.057,0.032,0,2,22.13,0.2,21.88,1.28,-,17,0.49,378,0,72.1,100 g,38,0.1,0.013,-,0.023,0.013,0,1,8.96,0.1,8.86,0.52,-,7,0.2,153,0,29.2
Grapes,Raisins,1 seedless,1 sans pépins,3,0.01,0.003,-,0.002,0,0,0,0.9,0,0.77,0.04,-,0,0.02,10,0,0.5,100 g,69,0.16,0.054,-,0.048,0.007,0,2,18.1,0.9,15.48,0.72,-,10,0.36,191,3,10.8
Grapes (American Type Slip Skin),Raisins (peau de glissement de type américain),1 cup,1 tasse,62,0.32,0.105,-,0.094,0.013,0,2,15.78,0.8,14.95,0.58,-,13,0.27,176,5,3.7,100 g,67,0.35,0.114,-,0.102,0.014,0,2,17.15,0.9,16.25,0.63,-,14,0.29,191,5,4
Grapes (Red or Green European Type Varieties Such As Thompson Seedless),Raisins (variétés de type européen rouges ou verts telles que Thompson sans pépins),1 cup-seedless,1 tasse sans pépins,110,0.26,0.086,-,0.077,0.011,0,3,28.96,1.4,24.77,1.15,-,16,0.58,306,5,17.3,100 g,69,0.16,0.054,-,0.048,0.007,0,2,18.1,0.9,15.48,0.72,-,10,0.36,191,3,10.8
Grated Romano Cheese,Fromage romano râpé,1 tbsp,1 cuillère à soupe,22,1.43,0.865,-,0.059,0.419,4,76,0.2,0,0.04,1.92,-,55,0.04,6,6,0,100 g,431,28.61,17.301,-,1.173,8.375,88,1529,04.06,0,0.9,38.46,-,1109,0.9,125,120,0
Greek Salad,Salade grecque,1 cup,1 tasse,106,7.28,3.468,-,0.635,2.447,119,410,3.38,0.9,1.98,6.99,-,123,1.12,179,108,4.9,100 g,101,6.93,3.303,-,0.605,2.33,113,390,3.22,0.9,1.89,6.66,-,117,01.07,170,103,4.7
Greek Salad (Small),Salade grecque (petite),1/2 salad,1/2 salade,340,32.00,7.000,0.000,-,-,15,660,9.00,3.0,5.00,3.00,-,-,-,-,-,-,1/2 salad,340,32.00,7.000,0.000,-,-,15,660,9.00,3.0,5.00,3.00,-,-,-,-,-,-
Greek Side Salad,Salade d'accompagnement grecque,1 salad (107 g),1 salade (107 g),130,11.00,3.000,0.200,-,-,10,380,5.00,2.0,3.00,3.00,-,-,-,-,-,-,1 salad (107 g),130,11.00,3.000,0.200,-,-,10,380,5.00,2.0,3.00,3.00,-,-,-,-,-,-
Green Cabbage,Chou vert,100 g,100g,24,0.12,0.016,-,0.06,0.009,0,18,5.58,2.3,3.58,1.44,-,47,0.59,246,9,32.2,100 g,24,0.12,0.016,-,0.06,0.009,0,18,5.58,2.3,3.58,1.44,-,47,0.59,246,9,32.2
Green Chili Peppers (Canned),Piments verts (en conserve),1 oz,1 once,6,0.08,0.008,-,0.043,0.005,0,113,1.3,0.5,-,0.2,-,10,0.38,32,2,9.7,100 g,21,0.27,0.028,-,0.153,0.017,0,397,4.6,1.7,-,0.72,-,36,1.33,113,6,34.2
Green Energy Smoothies,Smoothies à l'énergie verte,1 bottle (325 ml),1 bouteille (325 ml),230,0.50,0.300,0.000,-,-,0,15,53.00,3.0,39.00,2.00,-,-,-,780,-,-,1 bottle (325 ml),230,0.50,0.300,0.000,-,-,0,15,53.00,3.0,39.00,2.00,-,-,-,780,-,-
Green Hot Chili Peppers,Piments verts forts,100 g,100g,40,0.2,0.021,-,0.109,0.011,0,7,9.46,1.5,5.1,2,-,18,1.2,340,59,242.5,100 g,40,0.2,0.021,-,0.109,0.011,0,7,9.46,1.5,5.1,2,-,18,1.2,340,59,242.5
Green Leaf Lettuce,Laitue verte,100 g,100g,15,0.15,0.02,-,0.082,0.006,0,28,2.79,1.3,0.78,1.36,-,36,0.86,194,370,18,100 g,15,0.15,0.02,-,0.082,0.006,0,28,2.79,1.3,0.78,1.36,-,36,0.86,194,370,18
Green Olives,Olives vertes,1 10 small serving,1 à 10 petites portions,42,4.44,0.588,-,0.379,3.281,0,451,1.11,1,0.16,0.3,-,15,0.14,12,6,0,100 g,145,15.32,2.029,-,1.307,11.314,0,1556,3.84,3.3,0.54,01.03,-,52,0.49,42,20,0
Green Olives (Pickled Canned or Bottled),Olives vertes (marinées en conserve ou en bouteille),100 g,100g,145,15.32,2.029,-,1.307,11.314,0,1556,3.84,3.3,0.54,01.03,-,52,0.49,42,20,0,100 g,145,15.32,2.029,-,1.307,11.314,0,1556,3.84,3.3,0.54,01.03,-,52,0.49,42,20,0
Green Peas,Pois verts,1 cup,1 tasse,117,0.58,0.103,-,0.271,0.051,0,7,20.97,7.4,8.22,7.86,-,36,2.13,354,55,58,100 g,81,0.4,0.071,-,0.187,0.035,0,5,14.46,5.1,5.67,5.42,-,25,1.47,244,38,40
Green Peas (Drained Solids Canned),Pois verts (solides égouttés en conserve),100 g,100g,69,0.35,0.062,-,0.163,0.031,0,252,12.58,4.1,4.16,4.42,-,20,0.95,173,27,9.6,100 g,69,0.35,0.062,-,0.163,0.031,0,252,12.58,4.1,4.16,4.42,-,20,0.95,173,27,9.6
Green Peas (Frozen),Pois Verts (Surgelés),1/2 cup,1/2 tasse,55,0.27,0.048,-,0.126,0.024,0,81,9.87,3,3.87,3.75,-,16,1.1,107,74,13,100 g,77,0.37,0.066,-,0.175,0.033,0,112,13.71,4.2,5.38,5.21,-,22,1.53,149,103,18
Green Peppers,Poivrons verts,100 g,100g,20,0.17,0.058,-,0.062,0.008,0,3,4.64,1.7,2.4,0.86,-,10,0.34,175,18,80.4,100 g,20,0.17,0.058,-,0.062,0.008,0,3,4.64,1.7,2.4,0.86,-,10,0.34,175,18,80.4
Green Snap Beans,Haricots verts mange-tout,100 g,100g,31,0.12,0.026,-,0.059,0.005,0,6,7.13,3.4,1.4,1.82,-,37,01.04,209,35,16.3,100 g,31,0.12,0.026,-,0.059,0.005,0,6,7.13,3.4,1.4,1.82,-,37,01.04,209,35,16.3
Green Snap Beans (Drained Solids Canned),Haricots verts mange-tout (solides égouttés en conserve),100 g,100g,20,0.1,0.022,-,0.051,0.004,0,262,4.5,1.9,0.96,1.15,-,26,0.9,109,22,4.8,100 g,20,0.1,0.022,-,0.051,0.004,0,262,4.5,1.9,0.96,1.15,-,26,0.9,109,22,4.8
Green Snap Beans (Frozen),Haricots verts (congelés),100 g,100g,33,0.21,0.047,-,0.108,0.008,0,3,7.58,2.8,-,1.8,-,42,0.86,186,24,12.9,100 g,33,0.21,0.047,-,0.108,0.008,0,3,7.58,2.8,-,1.8,-,42,0.86,186,24,12.9
Green Snap Beans (Solids and Liquids Canned),Haricots verts mange-tout (solides et liquides en conserve),100 g,100g,15,0.1,0.023,-,0.052,0.004,0,259,3.5,1.5,-,0.8,-,24,0.9,92,16,3.4,100 g,15,0.1,0.023,-,0.052,0.004,0,259,3.5,1.5,-,0.8,-,24,0.9,92,16,3.4
Green String Beans,Haricots verts,1 cup,1 tasse,34,0.13,0.029,-,0.065,0.006,0,7,7.84,3.7,1.54,2,-,41,1.14,230,38,17.9,100 g,31,0.12,0.026,-,0.059,0.005,0,6,7.13,3.4,1.4,1.82,-,37,01.04,209,35,16.3
Green Tea,Thé vert,1 mug (8 fl oz),1 tasse (8 onces liquides),2,0,0.005,-,0.012,0.002,0,2,0.47,0,0,0,-,5,0.19,21,0,0,1 mug (8 fl oz),2,0,0.005,-,0.012,0.002,0,2,0.47,0,0,0,-,5,0.19,21,0,0
Greenland Halibut,Flétan du Groenland,3 oz,3 onces,158,11.76,2.056,-,1.162,7.121,39,68,0,0,0,12.21,13,3,0.56,228,14,0,100 g,186,13.84,2.419,-,1.367,8.378,46,80,0,0,0,14.37,15,3,0.66,268,17,0
Greenland Halibut (Fish) (Cooked Dry Heat),Flétan du Groenland (Poisson) (Cuit à Chaleur Sèche),100 g,100g,239,17.74,3.102,-,1.753,10.742,59,103,0,0,-,18.42,-,4,0.85,344,18,0,100 g,239,17.74,3.102,-,1.753,10.742,59,103,0,0,-,18.42,-,4,0.85,344,18,0
Grilled Chicken,Poulet grillé,1 medium piece (yield after cooking-bone removed),"1 morceau moyen (rendement après cuisson, os retiré)",147,8.36,2.33,-,1.826,3.283,54,251,0,0,0,16.79,-,9,0.77,137,30,0,100 g,237,13.49,3.758,-,2.945,5.296,87,405,0,0,0,27.07,-,15,1.25,221,48,0
Grilled Chicken (Skin Not Eaten),Poulet Grillé (Peau Non Mangée),1 medium piece (yield after cooking-bone and skin removed),"1 morceau moyen (rendement après cuisson, os et peau retirés)",98,3.82,1.052,-,0.871,1.372,46,212,0,0,0,14.92,-,8,0.62,125,8,0,100 g,188,7.35,2.023,-,1.676,2.638,88,409,0,0,0,28.69,-,15,1.2,241,16,0
Grilled Chicken Breast Fillets,Filets de poitrine de poulet grillés,1 patty (85 g),1 galette (85 g),130,9.00,2.000,0.000,1.000,2.500,40,340,0.00,0.0,0.00,13.00,-,-,-,170,-,-,1 patty (85 g),130,9.00,2.000,0.000,1.000,2.500,40,340,0.00,0.0,0.00,13.00,-,-,-,170,-,-
Grilled Chicken Strips Fajita,Fajita de lanières de poulet grillées,3 oz (85 g),3 onces (85 g),120,2.50,0.000,-,-,-,45,750,5.00,0.0,1.00,19.00,-,-,-,-,-,-,3 oz (85 g),120,2.50,0.000,-,-,-,45,750,5.00,0.0,1.00,19.00,-,-,-,-,-,-
Grilled Fish,Poisson grillé,"1 fillet (6-1/4"" x 3"" x 3/8"")","1 filet (6-1/4"" x 3"" x 3/8"")",123,1.33,0.289,-,0.543,0.235,85,392,0.31,0,0.09,25.53,-,16,0.4,397,27,1.9,100 g,109,1.18,0.256,-,0.48,0.208,75,347,0.28,0,0.08,22.6,-,14,0.35,351,24,1.7
Grilled Tilapia,Tilapia grillé,1 fillet (97 g),1 filet (97 g),100,4.00,1.000,0.000,1.000,2.000,30,160,1.00,-,-,15.00,-,-,-,240,-,-,1 fillet (97 g),100,4.00,1.000,0.000,1.000,2.000,30,160,1.00,-,-,15.00,-,-,-,240,-,-
Grits,Gruau,1 cup of cooked,1 tasse de cuit,109,0.34,0.046,-,0.15,0.087,0,317,23.11,0.5,0.19,2.56,-,5,01.09,39,0,0,100 g,45,0.14,0.019,-,0.062,0.036,0,131,9.55,0.2,0.08,01.06,-,2,0.45,16,0,0
Grits with Cheese,Gruau au Fromage,1 cup of cooked,1 tasse de cuit,282,13.7,7.478,-,0.891,4.096,118,825,26.04,0.5,3.15,13.28,-,263,1.65,183,118,0,100 g,120,5.83,3.182,-,0.379,1.743,50,351,11.08,0.2,1.34,5.65,-,112,0.7,78,50,0
Ground Beef (85% Lean / 15% Fat),Bœuf haché (85 % maigre / 15 % gras),1 oz,1 once,60,4.2,1.642,0.262,0.121,1.835,19,18,0,0,0,5.21,-,4,0.59,83,0,0,100 g,215,15,5.865,0.935,0.433,6.555,68,66,0,0,0,18.59,-,15,02.09,295,0,0
Ground Beef (95% Lean / 5% Fat),Bœuf haché (95 % maigre / 5 % gras),100 g,100g,137,5,2.25,0.341,0.257,2.151,62,66,0,0,0,21.41,-,9,2.38,346,0,0,100 g,137,5,2.25,0.341,0.257,2.151,62,66,0,0,0,21.41,-,9,2.38,346,0,0
Ground Beef (Cooked),Boeuf Haché (Cuit),1 oz of cooked,1 once de cuit,77,5.2,2.014,-,0.144,2.396,25,112,0,0,0,7.1,-,8,0.66,80,0,0,100 g,276,18.58,7.192,-,0.516,8.557,88,400,0,0,0,25.35,-,30,2.35,287,0,0
Ground Bison Meat,Viande de bison hachée,1 oz,1 once,63,4.52,1.928,-,0.212,1.764,20,19,0,0,0,5.29,-,3,0.74,87,0,0,100 g,223,15.93,6.802,-,0.749,6.222,70,66,0,0,0,18.67,-,11,2.6,307,0,0
Ground Chicken,Poulet haché,100 g,100g,237,13.49,3.758,-,2.945,5.296,87,404,0,0,0,27.07,-,15,1.25,221,48,0,100 g,237,13.49,3.758,-,2.945,5.296,87,404,0,0,0,27.07,-,15,1.25,221,48,0
Ground Chicken,Poulet haché,4 oz (112 g),4 onces (112 g),160,9.00,2.000,0.000,0.000,0.000,105,125,0.00,0.0,0.00,22.00,0,0,6.00,0,0,0.0,4 oz (112 g),160,9.00,2.000,0.000,0.000,0.000,105,125,0.00,0.0,0.00,22.00,0,0,6.00,0,0,0.0
Ground Lamb,Agneau haché,100 g,100g,282,23.41,10.19,-,1.85,9.6,73,59,0,0,0,16.56,-,16,1.55,222,0,0,100 g,282,23.41,10.19,-,1.85,9.6,73,59,0,0,0,16.56,-,16,1.55,222,0,0
Ground Pork,Porc haché,100 g,100g,263,21.19,7.87,-,1.91,9.44,72,56,0,0,-,16.88,-,14,0.88,287,2,0.7,100 g,263,21.19,7.87,-,1.91,9.44,72,56,0,0,-,16.88,-,14,0.88,287,2,0.7
Ground Pork (Cooked),Porc haché (cuit),100 g,100g,297,20.77,7.72,-,1.87,9.25,94,73,0,0,0,25.69,-,22,1.29,362,2,0.7,100 g,297,20.77,7.72,-,1.87,9.25,94,73,0,0,0,25.69,-,22,1.29,362,2,0.7
Ground Pork (Frozen Cooked),Porc haché (cuit surgelé),1 oz,1 once,75,5.16,1.564,-,0.663,2.591,30,22,0,0,-,6.68,-,2,0.43,88,1,0.7,100 g,265,18.19,5.515,-,2.337,9.141,105,76,0,0,-,23.55,-,8,1.51,311,5,2.3
Ground Turkey,Dinde hachée,1 cup of cooked,1 tasse de cuit,296,16.56,4.269,-,4.068,6.159,128,545,0,0,0,34.46,-,32,2.44,340,0,0,100 g,233,13.04,3.362,-,3.203,4.849,101,429,0,0,0,27.13,-,25,1.92,268,0,0
Ground Turkey (Cooked),Dinde Hachée (Cuite),100 g,100g,235,13.15,3.39,-,3.23,4.89,102,107,0,0,0,27.36,-,25,1.93,270,0,0,100 g,235,13.15,3.39,-,3.23,4.89,102,107,0,0,0,27.36,-,25,1.93,270,0,0
Guacamole,Guacamole,1 tbsp,1 cuillère à soupe,23,02.08,0.302,-,0.258,1.393,0,22,1.24,1,0.1,0.29,-,2,0.08,69,1,1.5,100 g,157,14.31,2.075,-,1.773,9.563,0,148,8.51,6.6,0.71,1.96,-,12,0.54,476,7,10.4
Guacamole with Tomatoes,Guacamole aux tomates,1 cup,1 tasse,270,23.16,3.369,-,2.931,15.436,0,468,17.8,11.4,3.19,3.77,-,28,01.07,916,35,28.4,100 g,116,9.94,1.446,-,1.258,6.625,0,201,7.64,4.9,1.37,1.62,-,12,0.46,393,15,12.2
Guacamole with Tomatoes and Chili Peppers,Guacamole aux tomates et piments,1 cup,1 tasse,266,22.72,3.304,-,2.882,15.129,0,459,17.75,11.4,3.31,3.77,-,28,01.09,913,35,30.1,100 g,114,9.75,1.418,-,1.237,6.493,0,197,7.62,4.9,1.42,1.62,-,12,0.47,392,15,12.9
Gumbo (New Orleans Type with Shellfish Pork and/or Poultry Tomatoes Okra),"Gumbo (type Nouvelle-Orléans avec fruits de mer, porc et/ou volaille, tomates, gombo)",1 cup,1 tasse,178,8.39,1.786,-,2.901,2.933,44,1017,11.1,1.7,4.34,14.57,-,78,2.88,459,24,11.5,100 g,73,3.44,0.732,-,1.189,1.202,18,417,4.55,0.7,1.78,5.97,-,32,1.18,188,10,4.7
Gumbo with Rice (New Orleans Type with Shellfish Pork or Poultry Tomatoes Okra Rice),"Gumbo avec riz (type Nouvelle-Orléans avec fruits de mer, porc ou volaille, tomates, riz au gombo)",1 cup,1 tasse,193,7.56,1.615,-,2.611,2.643,39,908,17.2,1.7,3.9,13.71,-,73,2.88,420,22,10.2,100 g,79,3.1,0.662,-,01.07,1.083,16,372,07.05,0.7,1.6,5.62,-,30,1.18,172,9,4.2
Gumdrops (Jelly Pieces) Candies,Bonbons Gumdrops (morceaux de gelée),10 gumdrops,10 boules de gomme,143,0,0,-,0,0,0,16,35.6,0,21.23,0,-,1,0.14,2,0,0,100 g,396,0,0,-,0,0,0,44,98.9,0.1,58.97,0,-,3,0.4,5,0,0
Gyro Sandwich (Pita Bread Beef Lamb Onion Condiments with Tomato and Spread),"Sandwich Gyro (pain pita, bœuf, agneau, oignons, condiments avec tomates et tartinade)",1 gyro,1 gyroscope,593,12.21,4.438,-,1.634,4.282,82,874,74.02,3.9,7.53,44.15,-,179,5.66,800,35,11.7,100 g,152,3.13,1.138,-,0.419,1.098,21,224,18.98,1,1.93,11.32,-,46,1.45,205,9,3
Haddock,Églefin,1 oz of boneless-cooked,1 oz de cuit désossé,36,01.05,0.196,-,0.32,0.422,19,114,0.14,0,0.03,6.26,-,11,0.36,105,14,0.5,100 g,128,3.71,0.69,-,1.129,1.487,66,402,0.48,0.1,0.11,22.08,-,39,1.26,371,51,1.9
Half & Half,Moitié moitié,2 tbsp (30 ml),2 cuillères à soupe (30 ml),40,3.50,2.000,0.000,0.000,0.000,15,15,1.00,0.0,1.00,1.00,-,30,-,0,-,-,2 tbsp (30 ml),40,3.50,2.000,0.000,0.000,0.000,15,15,1.00,0.0,1.00,1.00,-,30,-,0,-,-
Half and Half Sour Cream,Crème sure moitié-moitié,1 tbsp,1 cuillère à soupe,20,1.8,1.12,-,0.067,0.52,6,6,0.64,0,0.02,0.44,-,16,0.01,19,15,0.1,100 g,135,12,7.47,-,0.446,3.466,39,41,4.26,0,0.16,2.94,-,104,0.07,129,102,0.9
Ham & Egg Melt,Fondant Jambon Et Oeuf,1 serving,1 portion,780,44.00,16.000,1.000,-,-,420,2220,59.00,1.0,12.00,41.00,-,-,-,-,-,-,1 serving,780,44.00,16.000,1.000,-,-,420,2220,59.00,1.0,12.00,41.00,-,-,-,-,-,-
Ham and Cheese Sandwich,Sandwich jambon-fromage,1 sandwich,1 sandwich,352,15.48,6.437,-,1.375,6.738,58,771,33.35,-,-,20.69,-,130,3.24,291,96,2.8,100 g,241,10.6,4.409,-,0.942,4.615,40,528,22.84,-,-,14.17,-,89,2.22,199,66,1.9
Ham Patties (Cured),Galettes de Jambon (Salé),1 patty,1 galette,205,18.32,6.584,-,1.976,8.619,46,707,1.1,0,-,8.31,-,5,0.68,155,0,0,100 g,315,28.19,10.13,-,03.04,13.26,70,1088,1.69,0,-,12.78,-,8,01.05,239,0,0
Ham Pot Pie,Tourte Au Jambon,1 pie,1 tarte,1504,90.31,19.27,-,26.411,39.816,76,3874,115.4,8.2,5.56,55.3,-,76,8.79,1176,297,24.6,100 g,238,14.29,3.049,-,4.179,6.3,12,613,18.26,1.3,0.88,8.75,-,12,1.39,186,47,3.9
Hamburger (Single Patty with Condiments),Hamburger (Single Galette avec Condiments),1 sandwich,1 sandwich,272,9.77,3.563,-,1.005,3.405,30,534,34.25,2.3,6.7,12.32,-,126,2.71,251,4,2.2,100 g,257,9.22,3.361,-,0.948,3.212,28,504,32.31,2.2,6.32,11.62,-,119,2.56,237,4,2.1
Hamburger (Single Patty),Hamburger (une seule galette),100 g,100g,305,13.13,4.601,-,01.02,6.062,39,430,33.9,-,-,13.69,0,70,2.67,161,0,0,100 g,305,13.13,4.601,-,01.02,6.062,39,430,33.9,-,-,13.69,0,70,2.67,161,0,0
Hamburger on Bun,Hamburger sur petit pain,1 hamburger,1 hamburger,270,10.97,3.964,-,1.325,4.521,34,369,26.81,1.1,3.39,14.61,-,86,2.68,157,0,0,100 g,290,11.8,4.262,-,1.425,4.861,37,397,28.83,1.2,3.64,15.71,-,93,2.88,169,0,0
Hamburger or Hotdog Rolls,Rouleaux de hamburger ou de hot-dog,1 roll,1 rouleau,120,1.86,0.47,-,0.846,0.478,0,206,21.26,0.9,2.69,04.08,-,59,1.43,40,0,0,100 g,279,4.33,1.092,-,1.968,1.112,0,479,49.45,2.1,6.25,9.5,-,138,3.32,94,0,0
Hamburger Pickle Relish,Relish aux cornichons pour hamburger,1 tbsp,1 cuillère à soupe,19,0.08,0.008,-,0.02,0.04,0,164,5.17,0.5,-,0.09,-,1,0.17,11,2,0.3,100 g,129,0.54,0.052,-,0.131,0.269,0,1096,34.48,3.2,-,0.63,-,4,1.14,76,13,2.3
Hamburger with 1/4 Lb Meat on Bun,Hamburger avec 1/4 Lb de Viande sur Petit Pain,1 (1/4 lb) hamburger,1 (1/4 lb) de hamburger,459,23.18,8.676,-,1.873,9.98,81,613,31.71,1.4,04.01,28.47,-,115,4.21,312,0,0,100 g,294,14.86,5.561,-,1.201,6.398,52,393,20.33,0.9,2.57,18.25,-,74,2.7,200,0,0
Hamburger with Tomato and/or Catsup on Bun,Hamburger à la tomate et/ou au ketchup sur pain,1 hamburger,1 hamburger,299,10.86,3.876,-,1.4,4.432,33,589,34.75,1.7,7.82,15.14,-,104,2.9,276,6,5.1,100 g,265,9.61,3.43,-,1.239,3.922,29,521,30.75,1.5,6.92,13.4,-,92,2.57,244,5,4.5
